"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","65","[GET] Check stock — out-of-stock product returns 200 with quantity 0","api-regression","2026-07-06","failed","2026-07-06","Inventory API — Stock Check","inventory/inventory.test.ts","",""
"","68","[FKT-06] Search: {""category"":""Clothing"",""color"":""Onyx Black"",""inStock"":false}","api-regression","2026-07-06","failed","2026-07-06","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","71","[RT-T-04] GET /products/search with filters responds within SLA","api-regression","2026-07-06","failed","2026-07-06","Retry & Timeout — Response Time SLA","resilience/retryAndTimeout.test.ts","",""
"","90","[POST] Verify order totals calculation is correct","api-regression","2026-07-06","failed","2026-07-06","Order API - Create Order Operations","order/createOrder.test.ts","",""
"","62","[BVA-A-03] amount=0.02 (min+1 cent) returns 200","api-regression","2026-07-06","failed","2026-07-06","BVA — Payment: amount minimum boundary (0.01)","cart/boundaryValueAnalysis.test.ts","",""
"","75","[EG-P-07] addPaymentMethod without cardNumber is rejected","api-regression","2026-07-06","failed","2026-07-06","Error Guessing — Add Payment Method","payment/errorGuessing.test.ts","",""
"","69","[RT-R-03] POST /cart/items is NOT safe to retry — each call creates a separate entry","api-regression","2026-07-06","failed","2026-07-06","Retry & Timeout — Retry Safety (Idempotent vs Non-Idempotent)","resilience/retryAndTimeout.test.ts","",""
"","66","[EG-C-03] updateCartItem for non-existent cart item returns 404","api-regression","2026-07-06","failed","2026-07-06","Error Guessing — Cart Coupon & Item Operations","payment/errorGuessing.test.ts","",""
"","123","[RBT-07] Applied coupon discount is mathematically correct","api-regression","2026-07-06","failed","2026-07-06","Risk-Based Testing — P2: Medium Risks (Regression)","checkout/riskBased.test.ts","",""
"","89","[FKT-05] Search: {""category"":""Clothing"",""size"":""XL"",""inStock"":false}","api-regression","2026-07-06","failed","2026-07-06","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","84","[FKT-01] Search: {""category"":""Smartphones"",""size"":""128GB"",""color"":""Onyx Black"",""inStock"":true}","api-regression","2026-07-06","failed","2026-07-06","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","79","[FKT-02] Search: {""category"":""Smartphones"",""size"":""XL"",""color"":""Glacier Blue"",""inStock"":false}","api-regression","2026-07-06","failed","2026-07-06","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","60","[FKT-09] Search: {""category"":""Electronics"",""color"":""Glacier Blue"",""inStock"":true}","api-regression","2026-07-06","failed","2026-07-06","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","72","[POST+DELETE] Reserve then release restores original stock level","api-regression","2026-07-06","failed","2026-07-06","Inventory API — Reserve and Release","inventory/inventory.test.ts","",""
"","83","[IDEM-DEL-02] DELETE non-existent resource consistently returns 404","api-regression","2026-07-06","failed","2026-07-06","Idempotency — DELETE requests","idempotency/idempotency.test.ts","",""
"","108","[POST] Verify add same item twice increases quantity","api-regression","2026-07-06","failed","2026-07-06","Cart API - Add to Cart Operations","cart/addToCart.test.ts","",""
"","87","[RT-R-02] Order status polling — retrying GET /status converges to a terminal state","api-regression","2026-07-06","failed","2026-07-06","Retry & Timeout — Retry Safety (Idempotent vs Non-Idempotent)","resilience/retryAndTimeout.test.ts","",""
"","69","[BVA-PG-03] page=2 (min+1) returns second page","api-regression","2026-07-06","failed","2026-07-06","BVA — Product Search: page number boundaries","cart/boundaryValueAnalysis.test.ts","",""
"","73","[GET] Verify search products by category","api-regression","2026-07-06","failed","2026-07-06","Product API - GET Operations","product/getProduct.test.ts","",""
