"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","[IDEM-GET-02] GET /products with same params returns stable result set","api-regression","2026-07-04","failed","2026-07-04","Idempotency — GET requests","idempotency/idempotency.test.ts","",""
"","87","[IDEM-PUT-02] PUT /users/profile twice with same data — second call mirrors first","api-regression","2026-07-04","failed","2026-07-04","Idempotency — PUT requests","idempotency/idempotency.test.ts","",""
"","100","[BVA-Q-03] quantity=2 (min+1) returns 200","api-regression","2026-07-04","failed","2026-07-04","BVA — Cart: quantity boundaries [1, 99]","cart/boundaryValueAnalysis.test.ts","",""
"","65","[BVA-PG-04] page=99999 (beyond last page) returns empty data array","api-regression","2026-07-04","failed","2026-07-04","BVA — Product Search: page number boundaries","cart/boundaryValueAnalysis.test.ts","",""
"","108","[EP-P-04] minPrice equals maxPrice returns exact-match products only","api-regression","2026-07-04","failed","2026-07-04","Equivalence Partitioning — Product Search: price range","product/equivalencePartitioning.test.ts","",""
"","78","[POST] Request password reset — non-existent email still returns 200 (anti-enumeration)","api-regression","2026-07-04","failed","2026-07-04","User API — Password Management","user/user.test.ts","",""
"","76","[POST] Logout — accessing profile after logout returns 401","api-regression","2026-07-04","failed","2026-07-04","User API — Authentication","user/user.test.ts","",""
"","105","[RT-C-01] 5 concurrent GET requests all complete within SLA","api-regression","2026-07-04","failed","2026-07-04","Retry & Timeout — Concurrent Requests","resilience/retryAndTimeout.test.ts","",""
"","72","[RT-R-02] Order status polling — retrying GET /status converges to a terminal state","api-regression","2026-07-04","failed","2026-07-04","Retry & Timeout — Retry Safety (Idempotent vs Non-Idempotent)","resilience/retryAndTimeout.test.ts","",""
"","82","[BVA-PS-04] pageSize=49 (max-1) returns up to 49 results","api-regression","2026-07-04","failed","2026-07-04","BVA — Product Search: pageSize boundaries [1, 50]","cart/boundaryValueAnalysis.test.ts","",""
"","65","[FKT-06] Search: {""category"":""Clothing"",""color"":""Onyx Black"",""inStock"":false}","api-regression","2026-07-04","failed","2026-07-04","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","125","[RBT-09] Inventory is decremented after a successful order placement","api-regression","2026-07-04","failed","2026-07-04","Risk-Based Testing — P2: Medium Risks (Regression)","checkout/riskBased.test.ts","",""
"","70","[BVA-PG-03] page=2 (min+1) returns second page","api-regression","2026-07-04","failed","2026-07-04","BVA — Product Search: page number boundaries","cart/boundaryValueAnalysis.test.ts","",""
"","63","[IDEM-DEL-03] DELETE /addresses/:id twice — second call returns 404 consistently","api-regression","2026-07-04","failed","2026-07-04","Idempotency — DELETE requests","idempotency/idempotency.test.ts","",""
"","93","[EG-C-01] applyCoupon with already-used coupon code is rejected","api-regression","2026-07-04","failed","2026-07-04","Error Guessing — Cart Coupon & Item Operations","payment/errorGuessing.test.ts","",""
"","90","[GET] Check stock — out-of-stock product returns 200 with quantity 0","api-regression","2026-07-04","failed","2026-07-04","Inventory API — Stock Check","inventory/inventory.test.ts","",""
"","73","[FKT-04] Search: {""category"":""Clothing"",""size"":""128GB"",""color"":""Glacier Blue"",""inStock"":true}","api-regression","2026-07-04","failed","2026-07-04","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","70","[RT-R-03] POST /cart/items is NOT safe to retry — each call creates a separate entry","api-regression","2026-07-04","failed","2026-07-04","Retry & Timeout — Retry Safety (Idempotent vs Non-Idempotent)","resilience/retryAndTimeout.test.ts","",""
"","84","[FKT-07] Search: {""category"":""Electronics"",""size"":""128GB"",""inStock"":false}","api-regression","2026-07-04","failed","2026-07-04","Pairwise Testing — Product Search filter combinations","product/pairwiseTesting.test.ts","",""
"","85","[POST] Verify create order with a custom shipping address built via OrderRequestBuilder","api-regression","2026-07-04","failed","2026-07-04","Order API - Create Order with Test Data Builders","order/createOrderWithBuilder.test.ts","",""
"","75","[POST+DELETE] Reserve then release restores original stock level","api-regression","2026-07-04","failed","2026-07-04","Inventory API — Reserve and Release","inventory/inventory.test.ts","",""
"","65","[EG-P-09] refundPayment called twice on same paymentId is rejected on second call","api-regression","2026-07-04","failed","2026-07-04","Error Guessing — Refunds","payment/errorGuessing.test.ts","",""
